id_0|producto_1|precio_de_venta_2|0_3|cantidad_4|costo_compra_5|provedor_6|grupo_7|multiusos_8|cantidad_productos_por_paquete_9|
1062|gelatina pronto fresa 84gr|11|7501200482120|-10000|9.9|pronto|1°producto||1|
1063|gelatina pronto limon 84gr|11|7501200482137|-10000|9.9|pronto|1°producto||1|
1064|gelatina pronto naranja 84gr|11|7501200482144|-10000|9.9|pronto|1°producto||1|
1065|gelatina pronto piña 84gr|11|7501200482151|-10000|9.9|pronto|1°producto||1|
1066|gelatina pronto uva 84gr|11|7501200482168|-10000|9.9|pronto|1°producto||1|
1067|harina hotcakes 350g|16|7501200483127|-10000|14.4||1°producto||1|
1068|jarabe maple 250ml|18|7501200484087|-10000|16.2|la sierra|1°producto||1|
1069|vaso traslucido 50 pzs|20|7501219111929|-10000|16|primo|1°producto||50|
1070|platos desechables 20p|12|7501219112551|-10000|10.8|la sierra|1°producto||20|
1071|rizador 90pzs|20|7501229301020|-10000|0|rizador|1°producto||1|
1072|los patitos 1lt|12|7501268200025|-10000|10.8||1°producto||1|
1073|los patitos 500ml|7|7501268200032|-10000|6.3||1°producto||1|
1074|leche entera santa clara 1l|24|7501295600126|-10000|19.8|santa clara|1°producto||1|
1075|santa clara light 1L|24|7501295600140|-10000|0|coca|1°producto||6|
1076|santaclara deslactosada 1lt|23|7501295600157|-10000|20.7||1°producto||1|
1077|santa clara chocolate 200ml|10|7501295600614|-10000|0|coca|1°producto||1|
1078|santa clara capuccino 200ml|10|7501295600638|-10000|0|coca|1°producto||1|
1079|santa clara vainilla 200ml|10|7501295600713|-10000|0|coca|1°producto||1|
1080|vaso de unicel 25 pzs|10.5|7501431261105|-10000|8|casa vargas|1°producto||1|
1081|plato pozolero 20pzs|9|7501431263215|-10000|5.5|convermex|1°producto||1|
1082|jarrito naranja 2lt|20|7501441604114|-10000|0|pepsi|1°producto||1|
1083|jarritos/piña  2Lts|20|7501441604121|-10000|19.8||1°producto||1|
1084|jarrito tamarindo 2lt|20|7501441604213|-10000|19.8|pepsi|1°producto||1|
1085|jarrito durazno 2L|20|7501441604220|-10000|0|pepsi|1°producto||1|
1086|jarrito grosella 2L|20|7501441604251|-10000|0|pepsi|1°producto||1|
1087|jarrito rojo 2lt|20|7501441604411|-10000|19.8|pepsi|1°producto||1|
1088|jarrito mandarina 600ml|11|7501441610115|-10000|9.9|pepsi|1°producto||1|
1089|jarrito rojo 600ml|11|7501441610412|-10000|9.9|pepsi|1°producto||1|
1090|jarrito toronjita 2lt|20|7501441611112|-10000|19.8|pepsi|1°producto||1|
1091|jarrito mandarina 3lt|28|7501441615110|-10000|24.3|pepsi|1°producto||1|
1092|jarrito tamarindo 3lt|28|7501441615219|-10000|25.2|pepsi|1°producto||1|
1093|jarrito rojo 3lt|28|7501441615417|-10000|25.2|pepsi|1°producto||1|
1094|sangria 2lt|24|7501505630028|-10000|0|pepsi|1°producto||1|
1095|sangria casera lata355ml|12|7501505630035|-10000|0|pepsi|1°producto||1|
1096|sangria casera 600ml|13|7501505630073|-10000|9.9|pepsi|1°producto||1|
1097|aluplus 7.5mts|35|7501590612398|-10000|31.5|aluplus|1°producto||1|
1098|frijol negro abeto 900gr|25|7501668800177|-10000|22.5|abeto|1°producto||1|
1099|frijol flor de mayo abeto 900gr|23|7501668801501|-10000|20.7|abeto|1°producto||1|
1100|duraznos  don agustin 480g|40|7501728028114|-10000|36||1°producto||1|
1101|multibran con pasas|22|7501761850932|-10000|0|quaque|1°producto||1|
1102|hot cakes 850gr|28|7501761869156|-10000|25.2||1°producto||1|
1103|petalo 400 hojas|31|7501943412200|-10000|27.9||1°producto||1|
1104|petalo 300 hojas|27|7501943412217|-10000|24.3||1°producto||1|
1105|kotex naturals 10p|33|7501943424609|-10000|29.7||1°producto||1|
1106|cuchara sopera 25g|9|7502010794687|-10000|0|casa vargas|1°producto||1|
1107|fibra esponja 2pz|8|7502221420139|-10000|0|iber|1°producto||1|
1108|chicle orbit yerbabuena|2.5|7502226813844|-10000|0|orbit|1°producto||40|
1109|lucas muecas chamoy 24g|7|7502226815022|-10000|3|orbit|1°producto||10|
1110|lucas panzon 38g|7|7502226815145|-10000|3|orbit|1°producto||1|
1111|lucas chamoy picante 24g|7|7502226815770|-10000|3|orbit|1°producto||1|
1112|aceite mixto 40ml|8|7502228120001|-10000|5|aceite|1°producto||1|
1113|autenticas jalapeño 60g|10|7502237931155|-10000|0|autenticas|1°producto||1|
1114|papas autenticas|10|7502237931162|-10000|0|autenticas|1°producto||1|
1115|soberano 20c/cfiltro|26|7502252632112|-10000|22|soberano|1°producto||1|
1116|soberano verde 20|28|7502252632518|-10000|105|link|1°producto||5|
1117|cigarro link rojo 20'|26|7502252634116|-10000|20|link|1°producto||10|
1118|cigarro link blanco 20'|26|7502252634314|-10000|20|link|1°producto||1|
1119|cigarro link negro 20o'|26|7502252634413|-10000|20|link|1°producto||6|
1120|aloe "Natural" durazno 500ml|17|7502254753921|-10000|15.3||1°producto||1|
1121|aloe "Natural" lichi 500ml|17|7502254753969|-10000|15.3||1°producto||1|
1122|aloe "Natural" mora azul 500ml|17|7502254754041|-10000|15.3||1°producto||1|
1123|reactor energy sport 473ml|18|7502254755291|-10000|16.2||1°producto||1|
1124|reactor max energy|18|7502254755314|-10000|16.2||1°producto||1|
1125|buenatole chocolate 50gr|4|7502261260795|-10000|3.6||1°producto||1|
1126|buenatole fresa 50gr|4|7502261260801|-10000|3.6||1°producto||1|
1127|buenatole vainilla 50gr|4|7502261260818|-10000|3.6||1°producto||1|
1128|buenatole nuez 50gr|4|7502261260825|-10000|3.6||1°producto||1|
1129|mms cacahuate 43g|15|7502271911472|-10000|0|snikers|1°producto||1|
1130|snikers almendra 48g|15|7502271912059|-10000|0|snikers|1°producto||1|
1131|encendedor cliper|16|7502273850465|-10000|14|cliper|1°producto||1|
1132|gel xtreme 250g|12|7503002163023|-10000|10.8||1°producto||1|
1133|agua vie 600ml|8|7503002541678|-10000|0|vie|1°producto||1|
1134|agua vie 1.5lt|12|7503002541753|-10000|0|vie|1°producto||1|
1135|agua vie 1lt|11|7503002541821|-10000|0|vie|1°producto||1|
1136|veladora farolito|16|7503004599042|-10000|0|san francisco de asis|1°producto||1|
1137|veladora virgen|13|7503004599240|-10000|0|lux|1°producto||1|
1138|red cola 600ml|9|7503006897016|-10000|8.1||1°producto||1|
1139|red cola 2lt|18|7503006897030|-10000|0|red cola|1°producto||1|
1140|elte te negro 600ml|9|7503006897313|-10000|8.1||1°producto||1|
1141|elte te verde limon 600 ml|9|7503006897344|-10000|8.1||1°producto||1|
1142|vainilla garrafoncito125ml|12|7503009023085|-10000|0|san salvador|1°producto||1|
1143|saborizante vainilla LS 125ml|10|7503009023092|-10000|9||1°producto||1|
1144|aceite de oliva 225ml|35|7503009023535|-10000|0|san salvador|1°producto||1|
1145|alcohol|9|7503013208133|-10000|0|alcohol|1°producto||1|
1146|wapas salsa negra 42gr|10|7503018544595|-10000|0|barcel|1°producto||1|
1147|bonafina naranja 1.87L|25|7503018985909|-10000|22.5||1°producto||1|
1148|gel antibacterial|45|7503023615068|-10000|0|pdoder max|1°producto||1|
1149|diem 250ml|13|7503023615624|-10000|0|diem|1°producto||1|
1150|vuala vainilla|14|7503023836135|-10000|0|vuala|1°producto||1|
1151|vuala chocolate 60g|14|7503023836142|-10000|0|vuala|1°producto||1|
1152|bonafina/naranja  450ml|10|7503023907002|-10000|9||1°producto||1|
1153|cigarro camel 20'|63|7503023959001|-10000|56|camel|1°producto||1|
1154|cigarro camel capsula 20'|63|7503023959131|-10000|58|camel|1°producto||1|
1155|cigarro activa max double caps/20'|63|7503023959254|-10000|58|camel|1°producto||1|
1156|heineken 0|18|7503024416510|-10000|0|heiniken|1°producto||24|
1157|strouborw rose apple 330ml|18|7503024416589|-10000|0|stroubow|1°producto||1|
1158|tecate ambar473|20|7503024416817|-10000|17|indio|1°producto||1|
1159|victoria chingones 1.2L|35|7503024460216|-10000|0|corona|1°producto||1|
1160|cifrut max 400ml mango|10|7503027753315|-10000|0|cifrut|1°producto||1|
1161|volt blue energy 473ml|20|7503027753650|-10000|0|quala|1°producto||1|
1162|carta blanca 473ml|17|7503028412587|-10000|0|carta blanca|1°producto||1|
1163|suavicremas bites 50g|10|7503028643448|-10000|0|marinela|1°producto||1|
1164|takis volcano 68g|11|7503028965465|-10000|10|barcel|1°producto||1|
1165|totopos sanissimo 200g|25|7503028965571|-10000|0|bimbo|1°producto||1|
1166|cuernitos|12|7503029151416|-10000|0|tia rosa|1°producto||1|
1167|plativolos 90gr|10|7503029151829|-10000|0|marinela|1°producto||1|
1168|tortilla de harina de trigo 272g|12|7503029445805|-10000|0|tortillinas|1°producto||1|
1169|wapas queso 42g|10|7503030043243|-10000|0|barcel|1°producto||1|
1170|runners 68g|10|7503030199612|-10000|0|barcel|1°producto||1|
1171|chipotle 62g|10|7503030199636|-10000|0|barcel|1°producto||1|
1172|roles de canela|15|7503030199995|-10000|0|bimbo|1°producto||1|
1173|crossantines choco32g|5|7503030374019|-10000|4.1|bimbo dulce|1°producto||1|
1174|panque chocolate|30|7503030374309|-10000|0|bimbo|1°producto||1|
1175|sponch 180g|23|7503030374842|-10000|0|marinela|1°producto||1|
1176|foco alefco100watss|18|7504502380606|-10000|0|alefco|1°producto||1|
1177|trident menta|15|7506105606053|-10000|9||1°producto||1|
1178|trident freshmint cart.30.6g|15|7506105606077|-10000|0|mondelez|1°producto||1|
1179|chicle trident 30.6g|15|7506105606084|-10000|12|trident|1°producto||1|
1180|snikers 52.7g|15|7506174500207|-10000|13.5||1°producto||1|
1181|milkyway 52.3g|15|7506174500214|-10000|13.5||1°producto||1|
1182|m&m`s 47.8g|15|7506174500467|-10000|13.5||1°producto||1|
1183|Snickers 21.5|9.5|7506174502645|-10000|8|snikers|1°producto||15|
1184|chocolate milky way 22g|9|7506174502652|-10000|8|milky way|1°producto||15|
1185|chocolate milkyway red berries 48.5|15|7506174505318|-10000|12|milky way|1°producto||1|
1186|chocolate m&ms caramelo40g|15|7506174511135|-10000|12|m&ms|1°producto||1|
1187|Chocolate milkyway48g|15|7506174512200|-10000|12|milkyway|1°producto||24|
1188|snikers 48g|15|7506174512248|-10000|0|snikers|1°producto||1|
1189|chocolate dove 33.4|15|7506174513856|-10000|12|dove|1°producto||1|
1190|lucas muecas tamarindo 24g|7|7506174513894|-10000|3|orbit|1°producto||1|
1191|savile keratina 750ml|39|7506192501040|-10000|35.1||1°producto||1|
1192|fruti max jamaica 7g|4|7506192503846|-10000|3.6||1°producto||1|
1193|fruti max mango 7g|4|7506192503860|-10000|3.6||1°producto||1|
1194|savile biotina 750ml|39|7506192505499|-10000|35.1||1°producto||1|
1195|rico pollo 33g|5|7506192505802|-10000|2|rico pollo|1°producto||1|
1196|vive 100 500ml|13|7506192505918|-10000|11.7||1°producto||1|
1197|savile colageno 750ml|39|7506192506106|-10000|35.1||1°producto||1|
1198|shampoo savile sobre 24ml|2.5|7506192506137|-10000|1.5|savile|1°producto||1|
1199|savile anti esponjado 100ml|10|7506192506175|-10000|9||1°producto||1|
1200|ego attraction 200ml|12|7506192506601|-10000|10.8||1°producto||1|
1201|vitaloe 320ml|12|7506192506816|-10000|11.7||1°producto||1|
1202|vive 100 verde 300ml|10|7506192506854|-10000|9||1°producto||1|
1203|vive 100 morado 500ml|13|7506192506953|-10000|11.7||1°producto||1|
1204|vive 100 morado 500ml|13|7506192507271|-10000|0|quala|1°producto||1|
1205|amper  473ml|15|7506192507349|-10000|13.5||1°producto||1|
1206|vive 100ginseng 500ml|13|7506192507417|-10000|11.7||1°producto||1|
1207|aloe ya 500ml|13|7506192507455|-10000|11.7||1°producto||1|
1208|sabifrut sabia 15g|5|7506192507462|-10000|3|quala|1°producto||8|
1209|sabifrut sabor naranja 15g|5|7506192507493|-10000|4.5||1°producto||1|
1210|sabifrut sabor jamaica 15g|5|7506192507516|-10000|4.5||1°producto||1|
1211|sabifrut sabor limon 15g|5|7506192507530|-10000|4.5||1°producto||1|
1212|amper blueberry 473ml|15|7506192507714|-10000|0|coca|1°producto||1|
1213|amper reactor 473ml|15|7506192508216|-10000|0|quala|1°producto||1|
1214|rastrillo gillette prestobarba 3 hojas|23|7506195108734|-10000|20|gillette|1°producto||1|
1215|head shoulders 180ml|17|7506195148686|-10000|15.3||1°producto||1|
1216|pantene restauracion 100ml|17|7506195160435|-10000|15.3||1°producto||1|
1217|pantene cuidado clasico 100ml|17|7506195160466|-10000|15.3||1°producto||1|
1218|always|10|7506195178133|-10000|0|always|1°producto||1|
1219|salvo 300ml|16|7506195196984|-10000|14.4||1°producto||1|
1220|choco milk 22g|5|7506205802355|-10000|3|choco milk|1°producto||1|
1221|volt 473ml|20|7506241202119|-10000|0|quala|1°producto||1|
1222|aje aqua 1.5L|12|7506241202478|-10000|0|big cola|1°producto||1|
1223|c frut kids naranja 360m|5|7506241203505|-10000|0|big cola|1°producto||1|
1224|vive 100 verde 500ml|13|7506291505918|-10000|0|quala|1°producto||1|
1225|shampoo pantene sobre 10ml|4|7506295326564|-10000|2|pantene|1°producto||1|
1226|shampoo sedal rizos definidos|40|7506306237421|-10000|36||1°producto||1|
1227|jabon zest aqua vitamina/glicerina|14|7506306238336|-10000|12.6||1°producto||1|
1228|zest for men|14|7506306238350|-10000|12.6||1°producto||1|
1229|jabon zest sabila/pepino|12|7506306238398|-10000|10.8||1°producto||1|
1230|jabon zest neutro|14|7506306238428|-10000|12.6||1°producto||1|
1231|crema knorr queso chipo 500ml|20|7506306311831|-10000|18||1°producto||1|
1232|mizena arroz leche 47g|8.5|7506306312074|-10000|0|mizena|1°producto||1|
1233|maizena guayaba 47g|10|7506306312081|-10000|0|maizena|1°producto||1|
1234|caldo de pollo knork 370g|38|7506306313057|-10000|34.2||1°producto||1|
1235|atole maizena galleta 47gr|8|7506306313231|-10000|7.2||1°producto||1|
1236|pantene rizos definidos 100ml|17|7506309873701|-10000|15.3||1°producto||1|
1237|naturela con msanzaanilla|17.5|7506309895208|-10000|0|naturela|1°producto||1|
1238|salvo 750ml|28|7506339304824|-10000|25.2||1°producto||1|
1239|salvo liquido 900ml|36|7506339343595|-10000|0|salvo|1°producto||1|
1240|downy libre en juague brisa fresca|25|7506339394917|-10000|22.5||1°producto||1|
1241|servilleta petalo 420|42|7506425600397|-10000|39|petalo|1°producto||1|
1242|danup cereza 220g|9|7506443100527|-10000|8.1||1°producto||1|
1243|agua skarch frutale jamaica 1lt|9|7508304495667|-10000|8.1||1°producto||1|
1244|agua skarch frutale manzana 1lt|9|7508304495674|-10000|8.1||1°producto||1|
1245|agua skarch frutale naranja 1lt|9|7508304495681|-10000|8.1||1°producto||1|
1246|colgate|22|7509546000343|-10000|19.8||1°producto||1|
1247|colgate 50ml|20|7509546007083|-10000|18||1°producto||1|
1248|shampoo palmolive sobre 10ml|4|7509546015682|-10000|2|palmolive|1°producto||1|
1249|suavitel fresca primavera|24|7509546016306|-10000|21.6||1°producto||1|
1250|suavitel fresco aroma /sol|24|7509546016313|-10000|21.6||1°producto||1|
1251|axion 400ml|20|7509546017143|-10000|18||1°producto||1|
1252|shampoo caprice 220ml|22|7509546027029|-10000|19.8||1°producto||1|
1253|suavitel abrazo de sol|35|7509546032863|-10000|31.5||1°producto||1|
1254|colgate 75ml|17|7509546066882|-10000|15.3||1°producto||1|
1255|shampoo caprice control caspa 750ml|35|7509546072326|-10000|31.5||1°producto||1|
1256|caprice actiseramidas 200ml|15|7509546073033|-10000|13.5||1°producto||1|
1257|caprice biotina 200ml|15|7509546073040|-10000|13.5||1°producto||1|
1258|palmolive natural 150g|16|7509546074627|-10000|14.4||1°producto||1|
1259|jabon palmolibe neutro balance|13|7509546074979|-10000|11.7||1°producto||1|
1260|shampoo hed shoulder 10ml sobre rosa|4|7590002008904|-10000|2|head shoulder|1°producto||4|
1261|pyrerna|5|7590002036457|-10000|0|vick|1°producto||1|
1262|downy libre enjuague pureza silvestre|27|7590002040003|-10000|24.3||1°producto||1|
1263|halls yerbabuena 25.2g|8.5|7622210267832|-10000|6|halls|1°producto||1|
1264|halls mora azul 25.2g|8.5|7622210267856|-10000|6|halls|1°producto||1|
1265|halls miel/limón 25'2g|8.5|7622210267863|-10000|6||1°producto||1|
1266|halls colors frutales 25.2g|8.5|7622210267870|-10000|6|halls|1°producto||1|
1267|trident extra strong cart.30.6g|15|7622210551368|-10000|0|mondelez|1°producto||1|
1268|cloretsplus 6 pastillas|5|7622210604798|-10000|4.5||1°producto||1|
1269|chicle clores plus13.5g|10|7622210624482|-10000|7|clores|1°producto||1|
1270|crack-ups 24g|5|7622210690074|-10000|0|bubalo|1°producto||1|
1271|oreo 114g|12|7622210833662|-10000|10|mondelez|1°producto||21|
1272|chicle trident30.6g|15|7622210938282|-10000|12|trident|1°producto||1|
1273|trident sweetmint|10|7622210938367|-10000|9||1°producto||1|
1274|trident fresa/frutilla/limon|10|7622210938619|-10000|9||1°producto||1|
1275|trident twist|10|7622210938664|-10000|9||1°producto||1|
1276|trident uva/naranja|10|7622210938732|-10000|9||1°producto||1|
1277|curitas 100pzs|1.5|7702003476594|-10000|0.5|curitas|1°producto||1|
1278|stevia 25 sobres|1.5|7792129003187|-10000|0|stevia|1°producto||1|
1279|kinder chocolate 50g|22|8000500134702|-10000|1|kinder|1°producto||8|
1280|kinder delice 39g|10|8000500267035|-10000|9|kinder|1°producto||10|
1281|jugoso al sarten maggi 23.4gr|15|8585002432315|-10000|13.5||1°producto||1|
1282|fabuloso complit 500ml|23|8718951167513|-10000|0|fabuloso|1°producto||1|
1283|iberia|10|8719200450615|-10000|0|lacteos|1°producto||1|
1284|navaja de afeitar|5|8801038200026|-10000|3|dorco|1°producto||1|
1285|pila AAA eveready|9|8999002604755|-10000|5|eveready|1°producto||1|
1286|jarrito mandarina 3L|28|67501441615110|-10000|0|pepsi|1°producto||1|
1287|0|0||-10000|3|0|3||1|
1288|always nocturna 8 pzs|24|7506195178188|-10000|0|salma|||1|
1289|muecas mango|7|7502226814995|-10000|0|orbit|||1|
1290|milky way mini 8.5g|3.5|706460200157|-10000|0|orbit|||52|
1291|skwinkle relleno sandia 26g|7|7502226812960|-10000|0|orbit|||12|
1292|tecate original 473ml|18|89826001415|-10000|0|indio|||24|
1293|peñafiel naranjada 2L|22|7501073839861|-10000|0|peñafiel|||1|
1294|caguamita carta bnc 300ml|10|7503024416442|-10000|0|indio|||1|
1295|activia chia 225gr|11|7506443102316|-10000|0|danone|||1|
1296|volt energy 473ml|20|7503027753629|-10000|0|bonafont gatorade|||15|
1297|muffin 130g|12|7501030418689|-10000|0|tia rosa|||1|
1298|hojitas 150g|20|7501030419242|-10000|0|tia rosa|||1|
1299|tiras doraditas 127g|12|7501030464242|-10000|0|tia rosa|||1|
1300|bombitos 150g|10|7500478005833|-10000|7.84|gamesa|||1|
1301|rufles queso bolsaza 68g|16|7500478008032|-10000|0|sabritas|||1|
1302|emperador piruetas 312g|12|7500478022502|-10000|10.2|gamesa|||1|
1303|rastrillo comfort bic|22|70330717534|-10000|0|medicamento|||1|
1304|trident fresa 5,2g|2.5|75045654|-10000|0|mondelez|||1|
1305|lucas panzon acidito 38g|7|7502226819167|-10000|0|orbit|||1|
1306|paleta bubaloo mora 16.6g|5|7501056900168|-10000|0|mondelez|||1|
1307|gatorade lima limon|10|36731103536|-10000|0|pepsi|||1|
1308|sabritones 60g|11|7501011149205|-10000|7.93|sabritas|||1|
1309|cacahuate incognita 72g|11|7500478022878|-10000|8.74|sabritas|||1|
1310|cacahuate enchilado 66g|11|7500478022755|-10000|8.74|sabritas|||1|
1311|lucas muecas cereza 24g|7|7502226815053|-10000|0|orbit|||10|
1312|chicle orbit polar|2.5|7502226812687|-10000|0|orbit|||40|
1313|chicle orbit menta|2.5|7502226812700|-10000|0|orbit|||40|
1314|danup piña/coco 220g|11|7501032398606|-10000|8.55|danone|||1|
1315|gelatina dany limon 125g|5.5|75009090|-10000|4.56|danone|||1|
1316|nerds 51g|15|7933624|-10000|11.26|ferrero/kinder|||1|
1317|gummy bears 25g|8|41420041013|-10000|6.01|ferrero/kinder|||1|
1318|trolli crawlers 25g|8|41420040993|-10000|6.01|ferrero/kinder|||1|
1319|frijol pinto 1kg|35|7501052420479|-10000|33.5|la sierra|||1|
1320|frijol negro 1kg|33|7501052420318|-10000|31|la sierra|||1|
1321|foco 100 wats|11|3068620202126|-10000|0|medicamento|||1|
1322|head shoulder10ml|4|7590002008898|-10000|21|salma|||20|
1323|pila AA|19|41333666426|-10000|14|salma|||6|
1324|pila AAA|19|41333428482|-10000|14|salma|||6|
1325|maruchan camaron/chile piquin|12.5|41789001987|-10000|0|casa vargas|||1|
1326|encendedor tokai|10|7501086106899|-10000|0||||1|
1327|cosecha pura durazno 200ml|5|24474393536|-10000|24|pepsi|||12|
1328|cosecha manzana 200ml|5|24474393475|-10000|24|pepsi|||6|
1329|cosecha mango 200ml|5|24474393444|-10000|48|pepsi|||12|
1330|mega vitaloe 500ml|13|7506192507561|-10000|150|quala|||12|
1331|trident cool bubble 30.6g|15|7506105606091|-10000|11.3|mondelez|||1|
1332|trident yerbabuena 30.6g|15|7506105606060|-10000|11.37|mondelez|||1|
1333|chicles trident cartera|15|7506105616069|-10000|135|trident|||12|
1334|palmolive natural 150g|14|7509546074634|-10000|0|dicorsa|||1|
1335|bran frut fresa/piña 96g|12|7501030454007|-10000|0|bimbo dulce|||1|
1336|paleta tarrito|2|75038441|-10000|0|ricolino|||1|
1337|paleta elote|2|759686661684|-10000|0|ricolino|||1|
1338|huevo kinder20g|20|80741251|-10000|0|ferrero kinder|||1|
1339|media crema 250ml|14|7501020515299|-10000|0|lala|||1|
1340|cajeta coronado|38|74323083651|-10000|0|ricolino|||1|
1341|gatorade naranja 355ml|10|36731103512|-10000|0|pepsi|||12|
1342|ponche frutas|22|36731106063|-10000|0||||1|
1343|vive 100 mora azul|13|7506192508001|-10000|0||||1|
1344|orbit yerbabuena 5.6g|2|2261003|-10000|0.75|orbit|||1|
1345|orbit fresa 5.6|2|2201302|-10000|0.75|orbit|||1|
1346|panque tia rosa235g|22|7503029151638|-10000|0||||1|
1347|mantecadas tia rosa 157.5g|16|7501030456322|-10000|0||||1|
1348|leche deslactosada 1.5L|33|7501020550672|-10000|30|lala|||1|
1349|leche entera 1.5L|32|7501020550733|-10000|29|lala|||1|
1350|mostaza mccormick 210g|15|7501003335029|-10000|0|mackormick|||1|
1351|boing guayaba 250ml|7|19836102628|-10000|0|boing|||1|
1352|boing durazno 250ml|7|19836100211|-10000|0|boing|||1|
1353|cereal avena 200g|19|7501761873740|-10000|15.9|casa vargas|||1|
1354|salsa valentina amarilla|12|97339000214|-10000|0|casa vargas|||1|
1355|guacamole clemente 205g|13|7501052486406|-10000|10|la sierra|||1|
1356|guacamole sabor limon 205g|13|7501052486413|-10000|10|la sierra|||1|
1357|guacamole serrano 205g|13|7501052486420|-10000|10|la sierra|||1|
1358|danonino maxi fresa 336g|7|7501032397951|-10000|25.9|danone|||4|
1359|danette flan 200g|7|75012533|-10000|24.4|danone|||2|
1360|kinder barbie sor.20g|20|80050117|-10000|16.01|ferrero/kinder|||1|
1361|cajmobi450|5|7501030456964|-10000|38.89|marinela|||10|
1362|no se|12.5|41789001864|-10000|0|casa vargas|||1|
1363|salvo multiusos polvo 250g|10|7500435161008|-10000|7.6|salma|||1|
1364|shampoo&acondicion|57|7500435134705|-10000|52|salma|||2|
1365|crackets 139g|13|7500478015870|-10000|11.87|gameza|||1|
1366|gamesa clasica barra coco|14|7500478021086|-10000|11.87|gamesa|||1|
1367|bombitos 150g|10|7500478005833|-10000|7.84|gamesa|||1|
1368|gatorade blue thunder 600ml|22|36731136916|-10000|0|pepsi|||1|
1369|tamaris 1Lt|13|604498134522|-10000|11|tamaris|||1|
1370|nutret fresa 40g|8|20899087531|-10000|0||||1|
1371|veladora chica|12|7503003924487|-10000|0|vendedor x|||1|
1372|encendedor tokai G|15|7501086106912|-10000|0|medicamento|||1|
1373|clamato 946ml|32|14800515336|-10000|0|peñafiel|||1|
1374|clamato 473|19|14800515329|-10000|0|peñafiel|||1|
1375|yoghurt de manzana 125g|6.5|7501055912438|-10000|0|alpura|||1|
1376|gatorade lima limon 1lt|26|36731323002|-10000|0|pepsi|||1|
1377|gatorade naranja 1lt|26|36731321008|-10000|0|pepsi|||1|
1378|sky blue tamarindo 275|20|664804000439|-10000|0||||1|
1379|jumex piña coco 1Lt|21|7501013122992|-10000|0|jumex|||1|
1380|chicle hubba bubba 40g|14|7502226816340|-10000|217|orbit|||18|
1381|lucas gusano chamoy 36g|7|725181035015|-10000|55|orbit|||10|
1382|agua e pura 330ml|6|7501086801107|-10000|135|pepsi|||24|
1383|jumex durazno 1L|21|7501013122053|-10000|111|jumex|||6|
1384|atun de agua 140g|13|7501045401201|-10000|10|casa vargas|||1|
1385|salsa botanera 354ml|10.5|738545010481|-10000|8.5|casa vargas|||1|
1386|charola termica 50 piezas|20|7502208800558|-10000|16.9|casa vargas|||50|
1387|veladora san judas|13|7503004599929|-10000|10.5|casa vargas|||1|
1388|cuchara pastelera 50 pzs|7|9750435006917|-10000|5.5|casa vargas|||1|
1389|sopa moderna codo 4 200g|7|7501018310547|-10000|5.5|casa vargas|||1|
1390|sopa la moderna moñito 200g|7|7501018310752|-10000|5.5|casa vargas|||1|
1391|sal la fina 1kg|14|34587030013|-10000|11.5|casa vargas|||1|
1392|gelatina de grosella 120g|10.5|735257002544|-10000|8.6|casa vargas|||1|
1393|gelatina fresa leche 120g|10.5|735257002643|-10000|8.6|casa vargas|||1|
1394|maruchan carne de res 64g|12.5|41789001925|-10000|9.2|casa vargas|||1|
1395|maruchan pollo 64|12.5|41789001918|-10000|9.6|casa vargas|||1|
1396|papel vogue 460 hojas|28.5|7506425618392|-10000|22.8|casa vargas|||1|
1397|queso americano 144g|24|7501020537383|-10000|20|lala|||8|
1398|leche chocolate 250ml|10|7501020553079|-10000|9|lala|||1|
1399|queso manchego 144g|18|7503018985947|-10000|0|chipilo|||1|
1400|trident 5.2g|2.5|75045494|-10000|0|mondelez|||1|
1401|duo nito 124g|15|7501030409854|-10000|11.39|bimbo dulce|||2|
1402|alka seltzer|7|75062576|-10000|0|medicamento|||1|
1403|pepsi laton|12|7501022008171|-10000|0|pepsi|||1|
1404|carlos v stick|2|7501058623324|-10000|1|casa vargas|||1|
1405|7501030452577|10|7501011159242|-10000|0|marinela|||1|
1406|jalapeños en escabeche 380g|15|7501052476216|-10000|11|la sierra|||4|
1407|yoghurt m&m´s 110g|16|7506443101968|-10000|14|danone|||1|
1408|danonino lucnh 70g|10|7501032397845|-10000|9.2|danone|||1|
1409|rajas en escabeche 380g|15|7501052476018|-10000|11|la sierra|||1|
1410|karate 30g|15|7500478019694|-10000|0||||1|
1411|gatorade uva 500ml|21|36731106049|-10000|0||||1|
1412|big mix party 100g|15|757528020231|-10000|0||||1|
1413|bensont|63|75016777|-10000|0|malboro|||1|
1414|lala yomi fresa 1Lt|24|7501020553154|-10000|0|vendedor x|||1|
1415|hubba chicle metro 56.7g|21|22110079806|-10000|17.5|turin|||1|
1416|hubba chicle metro 56.7g|21|7502226814506|-10000|17.5|turin|||1|
1417|hubba chicle metro tres sabores 56.7g|21|7502226814476|-10000|17.5|turin|||1|
1418|valentina negra|15|97339000061|-10000|0|vendedor x|||1|
1419|poet azul 900ml|16|7501071906947|-10000|0|vendedor x|||1|
1420|papel aluminio alu rey|12|7501067283007|-10000|7|ghs|||1|
1421|bacterin p/alimentos 20ml|19|7501021166308|-10000|16|ghd|||1|
1422|zucaritas 125g|15|7501008006788|-10000|0|vendedor x|||1|
1423|delawer ponch 600ml|12|7501055304653|-10000|0|coca-cola|||1|
